audioID,speakerID,gender,grade,paragraphID,manualTranscript,SNR_dB
5a23k_EN-OL-RC-538_2,5a23k,Female,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wings these look like eyes these eyes are very useful to the butterfly they help it to escape from it enemies a bird or a लिज़ार्ड which is trying to catch a butterfly mistakes these black circles for the क्रिएचर्स eyes it aims or tries to hit the eye but all that it guess gets is a bit of the wing,37.61
5b5f_EN-OL-RC-538_2,5b5f,Female,5,2,if you look at picture of butterflies you will find that many of them have large black circle on these wings this look like eyes these eyes are very useful to the butterfly they help it to अ‍ॅक्सेप from its enemies a bird of a लिजाड which is trying to catch a butterfly mistake these black circles for the creators eyes its aims of tries to hit the eyes but all thats its gets is a bit of the wings,78.56
5b17c_EN-OL-RC-538_1,5b17c,Female,5,1,butterflies are सवली some of the most beautiful creatures in the world they are beautiful because of the brilliant colour of their wings if you look at a butterfly's wings through a magnifying glass you will see that they are covered with the very small scales it is it is these scales which have you which have colour without these scales the wings would be transparent the colours on the wings make very fine पॅ pattern,66.82
5a47c_EN-OL-RC-538_1,5a47c,Male,5,1,butterflies are सरली some of the most beautiful क्रिएचर्स in the world they are beautiful because of the ब्रिलन colours of the wings if you look at a butterfly's wings through a many फॅ मॅनी फ फाइंग glass you will see that they are covered with very small scales it is these scales which have colour without these scales those wings would be transparent the colours on the wings make very fine patterns,91.41
5a7j_EN-OL-RC-538_2,5a7j,Female,5,2,if you look at pictures of butterflies you will find that many of them have large block circles on their wings this look like eyes these eyes are very useful to the butterfly they help it to ऐकसेफ from its enemies a bird or a lizard which is trying to catch a butterfly mistakes their black circles for the क्रिएचर्स eyes it aims or trees to hit the eye but all that it gets is a bit of the wing,91.52
5b24g_EN-OL-RC-538_1,5b24g,Female,5,1,butterflies are surely some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wings through a magnifying glass you will see that they are covered with very small scales it is these scales which have colour without these scales the wings would be transparent the colours on the wings make very fine pat,96.19
5d38g_EN-OL-RC-538_1,5d38g,Female,5,1,butterflies are surely some of the most beautiful क्रिएचस in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wings through a an you glass you will see that they are covered with very small scales it is these scales which have colour without these scales the wings would be the colours on the wings make very fine pattern,96.31
5a43c_EN-OL-RC-538_2,5a43c,Male,5,2,if you look at the pictures of butterflies you will find that many of them have large black circles on their wings these look like eyes these eyes are very useful to the butterfly they help it to escape from its enemies a bird or a lizard which is trying to catch a butterfly mistakes these black circles for the क्रिएचर eye it aims or tries to hit the eye but all that it get is a bit of the wings,95.06
5a22k_EN-OL-RC-538_1,5a22k,Male,5,1,butterflies are surely some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours of their वेक्स if you look at a butterfly's wings through a magnifying glass you will see that they are covered with very small scales it is these scales which have colour without these scales the wings would be transparent the colours on the wings make very fine patterns,37.95
5b36k_EN-OL-RC-538_1,5b36k,Male,5,1,butterflies are surely some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colours of their wings if you look at the butterfly's wings truth a मॅग्निफिन्ग glass you will see that they are covered with very small scales it is these scales which which have colour without these scales the wings we would be transparent the colours on the wings make very fine fine patterns,80.09
5c23c_EN-OL-RC-538_2,5c23c,Male,5,2,if you look at the pictures of butterflies you will find that many of them have large black circles on their wings these look like eyes these eyes are very useful to the butterflies they help it to escape from its enemies a bird or a लिजाड which is trying to catch a butterfly mistakes these black circles for the केचस eyes it aims are or tries to hit the eye but all that it gets is a bit of the wing,97.94
5b28k_EN-OL-RC-538_2,5b28k,Male,5,2,if you look at pictures of butterfly you will find that many of them have large black circles on their wings these look like eyes they these eyes are very useful to the butterfly they help it to escape from its enemies a bird or a लिज़ार्ड which is trying to catch a butterfly mistakes these black circles for the क्रिएचर्स क्रिएचर्स eye it aims or tries to hit the eye but all that it gets a bit of,70.07
5b24c_EN-OL-RC-538_1,5b24c,Male,5,1,butterflies are surely some of the most beautiful creatures in the world they are beautiful because of the brilliant colours of their wings if you look at a butterfly's wings through a मॅग्नि flying glass you will see that they are कॉर्वड with very small scales it is these scales which have colour without these scales the wings would be transparent the colours on the wings make very fine patterns,98.12
5b6c_EN-OL-RC-538_2,5b6c,Female,5,2,if you look at the pictures of butterflies you will find that many of them have large black circles on their wings these look like eyes these eyes are वेली useful for to the butterfly they help it to escape from its enemies a bird or लिजार्ड which is trying to catch a butterfly mistakes there black circles of the creature's eyes it it aims or tries to hit the eye but all that it gets is a bit of the wing,52.67
5d51c_EN-OL-RC-538_1,5d51c,Male,5,1,butterflies are सर्ली some of the most beautiful क्रिएचर्स in the world they are beautiful because of the brilliant colour of their wings if you look at a butterfly's wing throw a मॅग्निफाइनी glass you will see that they are covered with a small scales it is these scales which have colour without these scale the wings would be transparent the colours on the wings make very fine patterns,89.97
5b47f_EN-OL-RC-538_2,5b47f,Male,5,2,if you look at pictures of butterflies you will find that many of them have large black circles on their wings this look like eyes this eyes are very useful to the butterfly they help it to escape from its enemies a bird or a lizard which which is trying to catch a butterfly mistakes this black circles for they स्क्रिएचर्स eyes it aims or tries to hit the eye but all that it gets is a bit of the wing,61.32
5a42c_EN-OL-RC-538_2,5a42c,Male,5,2,if you look at but picture of butterflies you will find that many of them have large black circles on their wings the these look like eyes these eyes are very useful to the butterfly they help it to escape from its enemies a bird or a लिजाड which is trying to catch a butterfly mistakes this black circles for the creature eyes it aims what ties to hit the eye but all that it gets a bit of the wing,83.52
5a15a_EN-OL-RC-538_2,5a15a,Female,5,2,if you look at pictures of butterflies you will find that many of them have large black सल्कस on their wings this lie look like eyes these eyes are very useful to the butterfly they help to it to escape from its इनेमेस a birds or a lizard which is trying to catch a butterflies mistakes this black सल्कर for the creature's eyes it aims or chin to hit the eyes but all that it ग gets is a bite of the wings,52.47
5a1f_EN-OL-RC-538_2,5a1f,Female,5,2,if you look at pictures of butter files you will find देट many of them have large black circles on their wings this look like eyes this eyes are very अस fool to the butterfly they help it to escape from its इनिमिज a bird or a लिजाड which is trying to catch a butterfly mistakes this black circles for the क्रिएचर्स eyes it aims or tries to hit the eyes but all that it gets is a bit of the wing,60.56
4a2g_EN-OL-RC-426_2,4a2g,Male,4,2,in the colder parts of the world beers he हिबेरनेट for october to april before हील हिबरनेटिंग they eat a lot of food and become fat all throw beers have very पूर and hearing they can small very well and are very clever at these zoo you may have notice notice how क्लिवेरी the beg for biscuits and nuts by sitting up and holding out their paws,96.62
4b29g_EN-OL-RC-426_1,4b29g,Male,4,1,bears are found in europe asia africa and america they have big bodies with start tails with short tails and thick legs polar beers which live in the coldest part of the world usually eat fish and seals when kept in cages or in zoos bears like to eat meat vegetables milk and rice bears are not quite as dangerous as we think they are like most animals they will do their best to keep away from us,100.0
4a2g_EN-OL-RC-426_1,4a2g,Male,4,1,bear are found in आइसा africa and america the have big bodies with short tails and thick leg polar bears which live in the coldest part of the world युजली eat fish and steals when किप्ट in cages or in zoo bears like to eat meat vegetables milk and rice bears are not quite as do dangerous as we think they are like most animals they will do their best to keep away फॉरम us,100.0
4c38a_EN-OL-RC-426_2,4c38a,Female,4,2,in the colder parts of the world beers हेब्रेनेट hibernate from october to april before hibernating they eat a lot of food and become fat अल थू beers have very पोर eyesight and hearing they can small very well they can smell very well and are very clever at the zoo you may have notice noticed how क्लेवरी क्ले cleverly they beg beg for biscuits and nuts by sitting up and होलिडिंग HS holding out their paws,87.67
4a34a_EN-OL-RC-426_1,4a34a,Male,4,1,beers are found in europe asia africa and america they have big bodies with short tails and thick legs पो polar beers which live in the coldest part of the world usually eat fish and seals when kept in cage or in zoos beers like to eat meat vegetable milk and rice beers are not quite as dangerous as we thick think like most animal they will do their best to keep away from us,67.17
4a22c_EN-OL-RC-426_1,4a22c,Female,4,1,beers are found in europe asia africa and america they have big bodies with short tails and thick legs polar beers which live in the coldest part of the world usually eat fish and seals when kept in cages or in zoos beers like to eat meat vegetables milk and rice beers are not quite as dangerous as we think they are like most animals they will do their best to keep away from us,90.8
4a30g_EN-OL-RC-426_1,4a30g,Female,4,1,beers are found in europe asia africa and america they have big bodies with short tails and thick legs polar beer which live in the coldest part of the world usually eat fish and seals when kept in cages or zoos beers like to eat meat vegetables milk and rice beers are not quite as dangerous as we think they are like most animals they will do their best to keep away from us,100.0
4a47j_EN-OL-RC-426_1,4a47j,Female,4,1,beers are found in europe asia africa and america america they have big bodies with shorts tails and thick legs polar बिर beers which live in the coldest parts of the world युजली eat fish and sales when किप्ट in cages or in zoos beers like to eat meat vegetables milk and rice beers are not quite as dangerous and as we think they are like most animals they will do their best to keep away from us,48.66
4a47a_EN-OL-RC-426_2,4a47a,Male,4,2,in the colder parts of the world beers hibernate from october to april before hibernating they eat a lot of food and become fat अल अल अलथू बिअरस have very poor आयसा आयस site and hearing they can smell very well and are very clever at the zoo you may have noticed how क्लेवरी they beg for biscuits and nuts by sitting up and holding out their paws,91.39
4a51g_EN-OL-RC-426_1,4a51g,Female,4,1,beers are found in europe asia africa and america they have big bodies with short tails and thick legs polar bears which live in the coldest part of the world usually eat fish and seals when kept in cages or zoos bears like to eat meat vegetables milk and rice beers are not quite as dangerous as we think they are like most animals they will do their best to keep away from us,53.97
4b25k_EN-OL-RC-426_1,4b25k,Male,4,1,beers are found found in europe asia africa and america they have big bodies with short tail and think leg polar beers which lives in the coldest part of the world you side you side eat fish and seals when किप्ट in catches or in zoo beers like to eat meat vegetables milk and rice beers are not quite as dangerous as we think they are like most animal they will do their,100.0
4a52g_EN-OL-RC-426_1,4a52g,Female,4,1,bears are found in उपरो ऐसा फिरसा and अम्रिसा they have big बोलडीज with short tails and thick legs polar बिरीस which live in the coldest part of the world उजलाय eat fish and sales win keep in सेग्स or in bears like to eat meat vegetables milk and रिस bears are not cute क्युटी as डान ग्रोस as we think the are like most animals they will do their best to keep away from us,93.08
4a31k_EN-OL-RC-426_2,4a31k,Female,4,2,in the colder parts of the world bears हायब्रेनेट from october to april before हायब्रेनेटिंग ई they eat a lot of food and become fat a lot bears have very पुर eyesight and hearing they can smell very well and are very clever at the zoo you may have noticed how cleverly they beg for biscuits and nuts by sitting up and holding out their paws,97.76
4b27a_EN-OL-RC-426_2,4b27a,Male,4,2,in the कोलर colder parts of the world beers hibernate from october to april before hibernating they eat a lot of food and become fat although beers have very pour eyesight and hearing they can smell very well and are very clever at the zoo may you may have noticed how cleverly they beg for भिस्कुट्स and नस nuts by sitting up and holding out their पाउज,44.81
4a48f_EN-OL-RC-426_1,4a48f,Male,4,1,beers are found in europe asia africa and america they have big bodies with short tails and thick legs polar beers which live in in the coldest part of the world युजली eat fish and seals when किप्ट in cages or in zoo zoos beers like to eat meat vegetables milk and rice beers not quite as dangerous as we think they are like most animals they will to their best to keep away from us,57.21
4b45k_EN-OL-RC-426_1,4b45k,Male,4,1,beers are found in europe asia africa and america they have big बोड्ज with short tails and thick legs polar beers which live in the coldest part of the world usually eat fish and snails when किप्ट in sell sells we when कीप्ट in cages or in zoos beers like to eat meat vegetables milk and rice beers are not quite has dangerous has we think they are like most animals they will do their,60.58
4b8c_EN-OL-RC-426_1,4b8c,Female,4,1,beers are found in europe asia africa and america they have big bodies with short tails and thick एक्स legs polar beers which live in the कोलेल coldest part of the world युजली eat fish and seals when kept well kept in cage or in zoos beer beers like to eat meat vegetables milk and rice beers are not quite as dangerous as we think they are like most animals they will do their best to keep,93.05
4a13g_EN-OL-RC-426_1,4a13g,Male,4,1,beers are found in europe asia africa and america they have big bodies with short tails and thick legs पोलार beers which live in the coldest part of the world युस use well eat fish and seals when kept in केजेस or in झ beers like to eat meat vegetables milk and rice beers are not quit as dangerous as we think they are like most animals they will do their best to keep away from us,79.2
4d37g_EN-OL-RC-426_2,4d37g,Female,4,2,in the colder parts of the word beers ह्याब्रनेट from october to april before हायब्रेटिंग they eat a lot of food and become fat all through beers have very poor eyes eyesight and hearing they can smell very well and are very clever at the zoo you may have noticed how cleverly the they beg for biscuits and nuts by sitting up and holding out their पास,61.86
4c33b_EN-OL-RC-426_2,4c33b,Male,4,2,in the colder parts of the world beer हिबर्नेट from october to april before हिबर्नेटिंग they eat a lot of food and become fat all thought beers have very पूर eyesight and hearing they can smell very well and are very clever at the zoo you may have noticed how cleverly they beg for biscuit and nuts by sitting up and holding out their पाऊस,98.5
4a8h_EN-OL-RC-426_1,4a8h,Male,4,1,bears are found in europe asia africa and america they have big बॉट्स with short tails and thick legs polar bear bears which live in the coldest part of the world अज अली eat fish and seals when kept in cage and cages or in zoos bears like to eat meat vegetables milk and rice bears are not quite as ड्र ड्रॅगॉन्स as we think they are like most animal they will do their best to keep away from,96.39
4a30d_EN-OL-RC-426_2,4a30d,Male,4,2,in the colder parts of the world bear हायब्रेट from october to अप्रे april before the हायब्रेटिंग they eat a lot of and become fat all through bears has very poor eye साय and hearing they can smell very well and are very clever at the zoo you may have noticed how cleverly they beg for biscuit and nuts by sitting up and holding out their पज,91.8
4b18k_EN-OL-RC-426_2,4b18k,Male,4,2,in the colder parts of the world beers hibernate फॉ आरा from october to april before हा हायबरने नेटिंग they eat a lot of food and become अ‍ॅ fat although beers have very poor eye side and hearing they can smell very well and are very clever at the zoo you many हे noticed how cleverly they beg from biscuits and nuts by sitting up and holding out their पाउज,86.02
4b45g_EN-OL-RC-426_2,4b45g,Female,4,2,in the cry pet of the would be help from ओ ओबरी to app पर before देठ at a long of food and the फा fast ननट्स बी ए ए आर before a has very प्रॉ पॉर a in a इनकॅट and हे हेगरी these these टन स small very we will and are very see ले लेक्ररल क्ररल at the zoo you may हॅ,100.0
4a35f_EN-OL-RC-426_2,4a35f,Male,4,2,in the colder part of the world beer hibernate from अक्तुबर to april before हायबर्नेतिन they eat a lot of food and become fat अलथो beers have very poor eye high side and here hear ink they can smell very well can are very clever at the zoo you many have notice how cleverly they बिट for biscuits आ and nuts by sitting up and holding or their paws,97.47
4a42f_EN-OL-RC-426_2,4a42f,Male,4,2,in the coldest part of the world beers हायब्रेटिंग from ऑक्टोम्बर to april before हायब्रेटिंग there eat a lot of food and become fat अल throw bee beers have very पोला poor eye side and hearing they can smell very well and are very क्लेअर at the you many have noticed how कि clearly they beg for biscuit and nuts by sitting up and holding out they,99.76
4c20b_EN-OL-RC-426_2,4c20b,Male,4,2,in the को collar part of the worlds beers हायबरनेट from ऑक्टोमबर to april before HS हायबरटिंग they eat a lot of food and because fat अल though beers have very पोर आइजीस and hearing they can smell very well and are very clever at the zoo you may have noticed how cleverly HS they veg for biscuits and nuts by sitting up and holding out their paws,77.66
4a10k_EN-OL-RC-426_2,4a10k,Male,4,2,in the colder parts of the world beers हायब्रेट from october to april before हिब्रेटिंग they eat a lot of food and become fat अल through beers have very पुर poor eyes and hearing they का can smell very well and and are very clever at the zoo you may have नोटिस्ड how cleverly they beg for biscuits and nuts by sitting up and holding out their पाउज,98.13
4b32b_EN-OL-RC-426_1,4b32b,Female,4,1,bears are found in europe asia africa and america they have big bodies with short tails and thick legs polar bears which live in the coldest part of the world usually eat fish and seals when kept in cages or in zoos bears like to eat meat vegetables milk and rice bears are not quite as dangerous as we think they are like most animals they will do their best to keep away from us,38.96
4b8c_EN-OL-RC-426_2,4b8c,Female,4,2,in the colder parts of the world beers हायब्रेनिट from ऑक्टुबर to april before हायब्रेनेटिंग they eat a lot of food and became fat although beers have very poor eyesight and hearing they can smell very well and are very clever at the zoo you may have noticed how cleverly they beg for biscuits and nuts by sitting up and holding out their pause,73.88
4b43g_EN-OL-RC-426_2,4b43g,Female,4,2,in the क्लोडर parts of the world bear hack his beg from ऑक्टोम्बर and to april before have waiting they eat a lot of food become fat a third bears have very पुर is suddenly and हरींग they can small very well and are very clever at the zoo you may have not have तू clear वर they beg for बिस्कटस and nuts and by sitting up and holding our their paws,95.4
4b29b_EN-OL-RC-426_1,4b29b,Female,4,1,beers are found in europe asia africa and america they have big bodies with short tails and thick legs polar bears which live in the coldest part of the world युजली eat fish and seals when किप्ट in cages or in zoos bears like to eat meat vegetable milk and rice bears are not quite as dangerous as we thick legs thick they are like most animal they will do their best to keep away from us,66.87
4c33b_EN-OL-RC-426_1,4c33b,Male,4,1,beers are found in europe asia अफ्रिका and america they have big bodies with short tails and ठीक thick legs polar beers which live in the coldest past of the world युजली eat fish and seals when kept in cages or in zoos beers like to eat meat vegetables milk and rice beers are not quite as dangerous as we think they are like most animal they will do their best to keep away from us,98.6
4c35g_EN-OL-RC-426_2,4c35g,Female,4,2,in the colder parts of the world beers ह्या habit from ऑक्टोम्बर to april before they ate a lot of food and become fat beers have very पु poor and hearing they can smell very well and are at he at he the zoo you many have how क्लीव क्लीवेरस they bag for biscuits and nuts and setting up and holding out their पाउज,100.0
4b33g_EN-OL-RC-426_2,4b33g,Female,4,2,in the colder parts of the world beers हायबरेटेन्ट from october to april before हायबरेटिंग they eat a lot of food and become fat ऑलठो अल thought beers have very पोर eye eye eye set and hearing they can smell very well and are very clever at the at the zoo you may have नोटिसेड how cleverly the they beg for biscuits and nuts they by sitting up and holding out their पाओज,96.92
4c27g_EN-OL-RC-426_2,4c27g,Female,4,2,in the क्लोदर पार्टिस of the world ब्रेज हे from out to up रिन be फॉरी they at a lot of food and ब्रिकॉम बीकॉम first ब्रिज have very फ्रो and हरिंग they can smell very way and are very क्लविर at the zoo you,98.23
4a30f_EN-OL-RC-426_2,4a30f,Male,4,2,in the part for the word bear had हेडरनेट from ऑक्टोम्बर to april before a hibernate they either let for the food become food बे बे beer and very poles they can small very वल an and very it the zoo you men have noticed have,96.63
4a6j_EN-OL-RC-426_1,4a6j,Male,4,1,beer are found in europe a asia africa and america they have big बोअर्स which story short tail and thick leg poor पू polar beers which live in coldest part of the world useless useless eat fish and seals when keep in colds or in zoo beers like to eat meat vegetable milk and rice beers are not as dangerous as will think they are like most animal they will do their best keep a ways always from us,71.24
4b37k_EN-OL-RC-426_1,4b37k,Male,4,1,beers are found in europe asia africa and america they have big bodies with short tails and thick legs polar beers which live in the coldest part of the world usually eat fish and sales when किप्ट in cages or a or in zoo beers like to eat meat vegetables milk and rice beers are not quite as dangerous as we think they are like most animals they will do their,54.82
4a25f_EN-OL-RC-426_2,4a25f,Male,4,2,in the colder parts of the world bears हायबरनेट from october to april before हायबरनेचिंग they eat a lot of food and become fat all थु beers have very poor eyesight and hearing they can smell very well and very clever at the zoo you may have notice how cleverly they beg for biscuits and nuts by sitting up and holding out their पॉस,84.18
4b42g_EN-OL-RC-426_1,4b42g,Male,4,1,bears are found in europe asia africa and america they have big bodies with short tails and thick legs पोलार bears which live in the कोलेस्ट part of the world usually eat fish and seals when they keep in cage or in zoos bear like to eat meat meat vegetables milk and rice bears are not quite as dangerous as we think they are like ऑ most animal they will do the best to keep away from us,88.36
4a40a_EN-OL-RC-426_1,4a40a,Male,4,1,bears are found in europe asia africa and america they have big bodies with short tails and thick legs पॉपुलर बे polar bears which live in coldest part of the world usually eat fish and seals when kept in cage or in zoos bears like to eat meat vegetables milk and rice bears bears are not quit as dangerous as we can think they are like like most animals they will do their best to keep away,79.29
4b8k_EN-OL-RC-426_2,4b8k,Male,4,2,in the colder part of the world beers hibernate from october to april before hibernating they eat a lot of food and become fat a लॉथ beers have very poor eye site the hearing they can smell very well and are very clever at the zoo you may have noticed how clever they beg ऑ of or biscuits and nuts by sitting up holding out their पौज,97.19
4a38d_EN-OL-RC-426_2,4a38d,Male,4,2,in the colder parts of the world beers hibernate from october to april before hibernating they eat a lot of food and become fat although beers have very poor eyesight and hearing they can smell very well and very clever at the zoo you may have noticed how cleverly they beg for biscuits and nuts by sitting up and holding out their paws,89.32
4c45g_EN-OL-RC-426_2,4c45g,Male,4,2,in october colder parts of the world beers hibernate from october to april before hibernating they eat a lot of food and become fat all through beers have very पुर eyesight and हिरिंग they can smell very well and are very clever at the zoo you may have noticed how cleverly the beg ऑ for biscuits and nuts by sitting up and holding out their paws,47.55
4b1a_EN-OL-RC-426_2,4b1a,Female,4,2,in the colder part of the world beers hibernate from october to april before hibernating they eat a lot of food and become fat अलदो bears have very poor eyes it and hearing they can smell very well and are very clever at the zoo you may have noticed how cleverly they beg for biscuits and nuts by sitting up and holding out their पाउज,62.15
4a43g_EN-OL-RC-426_1,4a43g,Female,4,1,bears are found in is africa and america they have a have big eyes with short tails and thick legs polar bears which live in the coldest part of the world युजली eat fish and seals when kept in cages or in जुज bears like to eat meat vegetables milk and rice bears are not quite as dangerous as we thick they are like most animals they will do their best to keep away from us,77.4
4b12a_EN-OL-RC-426_2,4b12a,Female,4,2,in the coldest colder part of the world beers hibernate from october to april before hibernating they eat a lot of food and become fat अलथो beers have very pour eyesight and hearing they can smell very well and are very clear at the zoo you many may have noticed how cleverly they beg for biscuits and nuts by sitting up and holding out their paws,66.77
4c2b_EN-OL-RC-426_1,4c2b,Female,4,1,beers are found in एरपे asia africa and america they have big bodies with short tail and thick leg polar beer which live in the coldest part of the world usually eat fish and sales when kept in cage or in zoos beers like to eat meat vegetable milk and rice beer are not quite as dangerous as we think they are like मोस्टी animals they well do their best to keep away from us,99.68
4a18b_EN-OL-RC-426_1,4a18b,Female,4,1,beers are found in europe asia africa and america they have big bodies with with short tails and thick legs polar beers which live in the coldest part of the world usually eat fish and seals when keep when किप्ट in cage cage kids or in zoos beers like to eat meat vegetables milk and rice beers are not quite as dangerous as we think they are like most animals they will do their best to keep away from us,86.53
4c34b_EN-OL-RC-426_1,4c34b,Female,4,1,bear found are in europe asia africa and america they have big bodies with short tails and thick legs फॉरेल bears which live in coldest part a of the world usefully eat fish and seals when keep in the cage or zoo beer like to eat meat vegetable meat and rice beer are not quite as dangerous as the we think they way are like most animal they will do their best to keep अल away from us,69.02
4a27j_EN-OL-RC-426_2,4a27j,Male,4,2,in the क्लोव्हर part of the world beer hibernating for october to april before hibernating they eat a lot of food and become fat although beers have very pour eye side and hearing they can smell wear वे and are very clever at the zoo you many you may have noticed the clever they big for भिस्कुट्स and nuts an sitting up the होल्डेअ holding out their paws,55.11
4a11g_EN-OL-RC-426_1,4a11g,Male,4,1,beers are found in europe इजीया africa and america they have big bodies with short tails and thick legs polar beers which live in the coldest part of the world usually eat fish and seals when kept in cages or in zoos bears like to eat meat vegetables milk and rice bears are not not quite as dangers as we think they are like most animals they will do their best to keep away from us,92.53
4a4f_EN-OL-RC-426_2,4a4f,Female,4,2,in the colder part of the world beers हायबरनेट for from ऑक्टोमबर to april before हायबरनेटिंग they eat a lot of food and become fat although bear have very poor eyesight and हेरिंग they can smell very well and very cleverly at the zoo you may have noticed how cleverly they beg for biscuit and nuts by sitting up and holding out their pause,92.05
4b28b_EN-OL-RC-426_1,4b28b,Female,4,1,bears are found in europe asia africa and america they have big bodies with short tails and things legs polar beer which live in a coldest part of the world युजलेर eat fish and sell with keep the cage cages for in zoo bear like to eat meat vegetable milk and rice bears are not quit dangerous has we thinks they are like most animal they will do their best to keep away from us,66.98
4c32g_EN-OL-RC-426_2,4c32g,Female,4,2,in the colder parts of the world bears हिबर हिबरनेट from october to april before हयबरनेशन नेशनिंग they eat a lot of food and become fat al throw bears have very पुर and hearing they can smell very well and are very clever at the zoo you many you at the zoo you many have national how cleverly they beg beg for biscuits and nuts by sitting up and holding out their पाउज,88.24
4a31k_EN-OL-RC-426_1,4a31k,Female,4,1,bears are found in एरोप asia africa and america they have big bodies which short tails and thick legs polar bears which live in the coldest part of the world युजली eat fish and seals when kept in cages or in zoos bears like to eat meat vegetables milk and rice bears are not quite and as dangerous as we think they are like most animals they will do their,91.65
4a33g_EN-OL-RC-426_2,4a33g,Male,4,2,in the other in the colder parts of the world bears हायबरनेट from october to april before हायबरनेटिंग they eat a lot of food and become fat although bears have very poor eye and hearing you can they can smell very well and a very clever at the zoo you may have noticed how cleverly they beg for biscuits and nuts by sitting up and holding out their paws,73.17
4c46b_EN-OL-RC-426_2,4c46b,Male,4,2,in colder parts in the colder parts of the world beers हाय बरनेट from ऑक्टोम्बर to april before hibernating they eat a lot of food and become fat अलथो beers have very poor is ice it and hearing they can smell very will and are very clever at the zoo you may have noticed how cleverly they they big for biscuits and nuts by sitting up and holding out their paws,95.25
4a48b_EN-OL-RC-426_2,4a48b,Female,4,2,in the colder parts of the world bears hibernate from october to april before hibernating they eat a lot of food and become fat although bears have very poor eyesight and hearing they can smell very well and are very clever at the zoo may have noticed how cleverly they beg for biscuits and nuts by sitting up and holding out their paws,39.62
4a48a_EN-OL-RC-426_1,4a48a,Male,4,1,bears are found in europe asia africa and america they have big bodies with short tails and thick legs polar beers which live in the coldest part of the world usually eat fish and seals when kept in cages or in zoos bears like to eat meat vegetables milk and rice bears are not quite as dangerous as we think they are like most animals they will do their best to keep away from us,39.12
4a23a_EN-OL-RC-426_2,4a23a,Female,4,2,in the colour part of the world beer hand net from october to april before हॅनित they eat a lot of food and become fat a लत bears have very पूर eyes and herring they can small very well and are very केलर at the zoo you may have noticed how केलरली they beg for and nuts by sitting up and holding out their power,73.1
4a32d_EN-OL-RC-426_2,4a32d,Male,4,2,in the colder part of world bears हायब्रेट from ऑक्टुबर to अप्रेल before हायब्रेटिंग they eat a lot of food and become fat all throw bears have very poor eyes light and hearing they can smell very well and are very clear at the zoo you may have noticed how clever they beg of for biscuits and nuts by sitting up and holding out their paws,88.16
4a16f_EN-OL-RC-426_1,4a16f,Female,4,1,bears are found in europe asia africa and america they have big bodies feet short tails and thick legs polar bear which live in the coldest part of the world usually eat fish and seals when keep when kept in the in cages or in zoos zoos bear like to eat meat vegetables milk and rice bears are not quite as dangerous as we think they are like most animal they will do their best to keep away from us,91.12
4a48b_EN-OL-RC-426_1,4a48b,Female,4,1,bears are found in europe asia africa and america they have big bodies with short tails and thick legs polar bears which live in the coldest part of the world युज usually eat fish and seals when kept in cages or in zoos bears like to eat meat vegetables milk and rice beers are not quite as dangerous as we think they are like most animals they will do their best to keep away from us,36.94
4a48g_EN-OL-RC-426_2,4a48g,Male,4,2,in the colder parts of the world bear hibernate from october to april before hibernating they eat a lot of food and become fat although although bears have very poor eyesight and hearing they can smell very well and and very clever at the zoo you may have noticed how cleverly HS they beg for biscuits and nuts by sitting up and holding out their paws,96.68
4a15b_EN-OL-RC-426_1,4a15b,Female,4,1,bears are found in asia africa and america they have big bodies with short tails and thick legs polar bears which live in the coldest part of the world usually eat fish and seals when किप्ट the cage of three zoos beer like to eat meat vegetables and rice beers are not quite as we as we think they are like most animals they will do their best to keep away from us,90.03
4a43g_EN-OL-RC-426_2,4a43g,Female,4,2,in the colder parts of the world bears from october to april before they eat a lot of food and become fat bears have very poor and hearing the can smell very well and are very clever at the zoo you may have noticed how क्लेवरि cleverly they beg for बिस्क कटस and nuts by sitting up and holding out their पाउज,84.39
4b2k_EN-OL-RC-426_1,4b2k,Male,4,1,beers are found in europe asia africa and america they have big bodies with short tails and thick legs polar beers which live in the coldest parts of the world usually eat fish and sell we can kept when kept in कजेस or in ज्युज beers like to eat meat vegetable milk and rice beers are not quite as dangerous as we think they are like most animals they will do their best to keep away from,69.57
4b27a_EN-OL-RC-426_1,4b27a,Male,4,1,bears are found in europe asia africa and america they have big bodies with short tails and thick legs polar bears which live in the coldest part of the world usually eat fish and feels when kept in cages or in zoos bears like to eat meat vegetables milk and rice bears are not quite as dangerous as we think they are like most animals they will do their best to keep away from us,51.81
4b19g_EN-OL-RC-426_2,4b19g,Female,4,2,in the colder parts of the world beers ही a from october to april before they eat a lot of food and became fat all through beers have very poor eye eye side and hearing they hearing they scan smell very well and are very clever at the zoo you may have noticed how cleverly they beg for biscuits and nuts by sitting up and holding out their पा,77.76
